method,split,success,ci95_success,containment_rate,ci95_containment_rate,cascade_rate,ci95_cascade_rate,state_corruption,ci95_state_corruption,subgoal_corruption,ci95_subgoal_corruption,damage_rate,ci95_damage_rate,false_halt,ci95_false_halt,missed_failure,ci95_missed_failure,recovery_success,ci95_recovery_success,escalation_precision,ci95_escalation_precision,containment_latency,ci95_containment_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,groups
reactive_retry_recovery,cross_level_cascade_shift,0.494444,0.019782,0.293403,0.020246,0.242014,0.010594,0.138542,0.01118,0.151389,0.01746,0.079861,0.010094,0.084375,0.013575,0.409375,0.015063,0.321181,0.020016,0.346875,0.017349,0.844442,0.000447,0.111743,0.000191,0.416667,0.020988,-0.18165,0.020078,10
reactive_retry_recovery,delayed_observation_shift,0.520486,0.015097,0.288889,0.013142,0.211806,0.0117,0.126736,0.012394,0.134028,0.016015,0.070486,0.00873,0.079861,0.008116,0.379167,0.022361,0.309722,0.018838,0.375347,0.018104,0.817415,0.000624,0.097525,7.9e-05,0.397917,0.015983,-0.091951,0.010963,10
reactive_retry_recovery,false_halt_shift,0.552083,0.018953,0.300694,0.018435,0.200347,0.009943,0.120833,0.011104,0.124653,0.012608,0.063889,0.005093,0.093056,0.010435,0.363194,0.01296,0.328472,0.013543,0.329514,0.019553,0.769116,0.000541,0.097345,0.000151,0.374305,0.019163,-0.029878,0.03458,10
reactive_retry_recovery,local_anomaly_shift,0.573611,0.022816,0.310764,0.013081,0.213194,0.017781,0.109375,0.008917,0.104861,0.008536,0.048958,0.007062,0.076389,0.010543,0.353819,0.008332,0.348958,0.011711,0.386458,0.013152,0.735712,0.00055,0.077963,0.000113,0.361805,0.02735,0.037409,0.013626,10
reactive_retry_recovery,nominal,0.614931,0.022376,0.339583,0.016162,0.139236,0.014292,0.081945,0.012639,0.099306,0.007259,0.042708,0.008119,0.072917,0.006416,0.284028,0.022749,0.352083,0.014952,0.396875,0.011116,0.687885,0.000589,0.046322,0.000129,0.325347,0.01983,0.195055,0.027583,10
reactive_retry_recovery,subgoal_corruption_shift,0.552431,0.01714,0.302083,0.011918,0.2,0.010455,0.113195,0.008739,0.139583,0.015278,0.069445,0.008844,0.077083,0.011909,0.369444,0.013955,0.341667,0.017636,0.357639,0.023422,0.765029,0.000747,0.088052,0.000177,0.380903,0.016074,-0.030172,0.024767,10
recovery_budgeted_controller,budget_exhaustion_shift,0.651042,0.012641,0.466667,0.020547,0.139931,0.007991,0.064931,0.006175,0.070486,0.005078,0.023264,0.004189,0.036111,0.004207,0.275,0.0173,0.432292,0.019175,0.555208,0.018076,0.695946,0.000411,0.033556,0.000162,0.273958,0.016087,0.317445,0.013559,10
recovery_budgeted_controller,combined_extreme,0.669792,0.017731,0.448958,0.019489,0.15,0.012984,0.073611,0.008292,0.076389,0.014945,0.031597,0.004699,0.045139,0.005368,0.306597,0.0189,0.410417,0.01613,0.533681,0.011254,0.729347,0.000744,0.055084,0.000187,0.251042,0.01769,0.284599,0.021892,10
recovery_budgeted_controller,cross_level_cascade_shift,0.656597,0.024631,0.447222,0.021872,0.139583,0.0125,0.069097,0.009755,0.069792,0.011587,0.030208,0.003803,0.042361,0.00648,0.298611,0.011523,0.432292,0.009031,0.5375,0.011558,0.709942,0.000401,0.04204,0.000106,0.263889,0.025685,0.294959,0.02768,10
recovery_budgeted_controller,delayed_observation_shift,0.684028,0.014455,0.473958,0.018127,0.119445,0.009198,0.052083,0.010145,0.063542,0.007663,0.022917,0.004445,0.035417,0.005538,0.250694,0.015579,0.425694,0.011753,0.545486,0.017875,0.683141,0.000522,0.028424,0.00014,0.245139,0.015326,0.387214,0.016921,10
recovery_budgeted_controller,false_halt_shift,0.699306,0.012516,0.479167,0.013071,0.112847,0.012015,0.057292,0.005198,0.055208,0.00827,0.016319,0.004428,0.049653,0.008369,0.237847,0.020322,0.446875,0.018036,0.520139,0.018452,0.635228,0.000392,0.028343,0.000157,0.234028,0.012055,0.421855,0.017372,10
recovery_budgeted_controller,local_anomaly_shift,0.698264,0.019632,0.470833,0.011576,0.109028,0.007806,0.039236,0.005561,0.038889,0.010236,0.015278,0.003077,0.031944,0.004399,0.237153,0.009839,0.451042,0.023167,0.560417,0.022069,0.600752,0.000537,0.011675,9e-05,0.244097,0.021087,0.456911,0.026851,10
recovery_budgeted_controller,nominal,0.732292,0.014752,0.504514,0.014205,0.086458,0.009433,0.025347,0.006091,0.035764,0.006258,0.007292,0.002949,0.022222,0.00627,0.156945,0.013717,0.457639,0.016226,0.605208,0.021665,0.553652,0.000326,0.003197,5.9e-05,0.216667,0.012267,0.57658,0.015199,10
recovery_budgeted_controller,subgoal_corruption_shift,0.696528,0.014813,0.471181,0.008369,0.103125,0.009077,0.049653,0.00843,0.06632,0.014256,0.0125,0.001815,0.028472,0.008167,0.249306,0.013641,0.428472,0.024709,0.560417,0.01781,0.631087,0.000619,0.019822,0.000143,0.247222,0.009667,0.433004,0.018337,10
risk_calibrated_hierarchical_containment_v5,budget_exhaustion_shift,0.84618,0.012134,0.648958,0.015991,0.044792,0.00827,0.000694,0.001361,0.002083,0.001111,0.001389,0.001505,0.004861,0.003395,0.13125,0.007911,0.546875,0.013956,0.741667,0.015756,0.535695,0.000568,0.003206,6.4e-05,0.105208,0.010148,0.802922,0.01021,10
risk_calibrated_hierarchical_containment_v5,combined_extreme,0.832292,0.017921,0.641319,0.012875,0.046875,0.006824,0.001736,0.001134,0.001042,0.00104,0.002431,0.002042,0.008681,0.004214,0.174653,0.016392,0.538194,0.013724,0.703819,0.018291,0.568195,0.000351,0.003568,8.2e-05,0.112153,0.015881,0.757341,0.02455,10
risk_calibrated_hierarchical_containment_v5,cross_level_cascade_shift,0.830903,0.011208,0.656597,0.022966,0.040972,0.008476,0.002778,0.001978,0.002083,0.001505,0.001389,0.001505,0.005556,0.001815,0.153125,0.011937,0.525694,0.01804,0.725347,0.012023,0.549224,0.000388,0.003186,4.4e-05,0.117014,0.010097,0.775261,0.017078,10
risk_calibrated_hierarchical_containment_v5,delayed_observation_shift,0.828819,0.012469,0.660764,0.015253,0.040278,0.008739,0.001736,0.001134,0.001736,0.001522,0.003125,0.001588,0.002431,0.00228,0.108333,0.00956,0.554861,0.020487,0.749653,0.015731,0.522695,0.000689,0.003202,5.8e-05,0.11875,0.011952,0.8017,0.015689,10
risk_calibrated_hierarchical_containment_v5,false_halt_shift,0.851389,0.014447,0.666667,0.026745,0.036458,0.005296,0.002431,0.001453,0.001736,0.001522,0.005556,0.002526,0.006597,0.003721,0.098958,0.011755,0.544097,0.016795,0.698264,0.01705,0.474556,0.00048,0.003182,5.8e-05,0.105208,0.011069,0.830638,0.014836,10
risk_calibrated_hierarchical_containment_v5,local_anomaly_shift,0.864236,0.011453,0.668056,0.018435,0.034375,0.007486,0.002778,0.001978,0.001389,0.001111,0.002778,0.001698,0.002778,0.001361,0.088195,0.008254,0.561806,0.009452,0.746528,0.012047,0.441114,0.000532,0.003247,6.9e-05,0.097917,0.008292,0.862387,0.011864,10
risk_calibrated_hierarchical_containment_v5,nominal,0.857639,0.008052,0.679514,0.00592,0.023958,0.005016,0.002083,0.001111,0.003819,0.00214,0.004167,0.002443,0.003125,0.002368,0.034375,0.005411,0.580903,0.018007,0.761806,0.018295,0.393482,0.000404,0.003184,5.8e-05,0.109722,0.007259,0.894506,0.011127,10
risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,0.84375,0.008242,0.662847,0.012193,0.034375,0.006291,0.003472,0.001757,0.002083,0.001505,0.002083,0.001505,0.004167,0.003334,0.114236,0.012811,0.555556,0.020767,0.757292,0.01269,0.47061,0.000712,0.003176,4.5e-05,0.118056,0.008608,0.824689,0.009774,10
robust_mpc_fallback,budget_exhaustion_shift,0.629861,0.021067,0.440278,0.009287,0.159375,0.014183,0.073611,0.004158,0.085764,0.009133,0.042708,0.009465,0.05625,0.010484,0.305556,0.023245,0.362847,0.013658,0.489236,0.025025,0.725096,0.000439,0.047033,0.000198,0.297569,0.021112,0.211598,0.027641,10
robust_mpc_fallback,combined_extreme,0.607292,0.018719,0.426042,0.017632,0.186458,0.012835,0.089931,0.01273,0.099653,0.013726,0.050695,0.008439,0.067014,0.007032,0.330208,0.023737,0.365278,0.015841,0.471875,0.015829,0.758769,0.000586,0.069218,0.000204,0.311458,0.024094,0.124031,0.026085,10
robust_mpc_fallback,cross_level_cascade_shift,0.620139,0.013505,0.440625,0.01277,0.168056,0.01065,0.085417,0.008001,0.094792,0.010929,0.053125,0.009465,0.048958,0.005598,0.316319,0.021958,0.384375,0.014773,0.469444,0.01349,0.739807,0.000751,0.055856,0.000135,0.3,0.013806,0.171233,0.027424,10
robust_mpc_fallback,delayed_observation_shift,0.647917,0.016396,0.445833,0.023688,0.147917,0.011261,0.075695,0.012081,0.078472,0.009142,0.034722,0.005557,0.049306,0.007159,0.285069,0.017379,0.389236,0.012608,0.490278,0.012038,0.712129,0.000495,0.041586,0.000144,0.279861,0.016079,0.264577,0.019616,10
robust_mpc_fallback,false_halt_shift,0.645139,0.020132,0.450347,0.014946,0.147222,0.011926,0.061111,0.006432,0.068056,0.010406,0.032639,0.007116,0.068056,0.006821,0.267361,0.01449,0.385417,0.011875,0.455903,0.015718,0.664312,0.000474,0.041167,0.000154,0.286805,0.019066,0.282471,0.019425,10
robust_mpc_fallback,local_anomaly_shift,0.667361,0.01466,0.445833,0.014462,0.137847,0.014241,0.057292,0.006974,0.064236,0.008068,0.029167,0.004991,0.040278,0.006512,0.248264,0.012142,0.420833,0.019953,0.507986,0.011435,0.6303,0.000567,0.022702,0.000158,0.275,0.01434,0.349409,0.025878,10
robust_mpc_fallback,nominal,0.705903,0.01815,0.475694,0.020265,0.094097,0.011632,0.040625,0.004871,0.045139,0.007592,0.016319,0.006175,0.03125,0.007659,0.203472,0.014744,0.413542,0.024273,0.525694,0.015493,0.583288,0.000495,0.003708,6.1e-05,0.243055,0.021208,0.482397,0.02707,10
robust_mpc_fallback,subgoal_corruption_shift,0.655903,0.0156,0.451736,0.016467,0.145139,0.009614,0.064583,0.007188,0.082986,0.007206,0.034375,0.008332,0.039931,0.008742,0.267014,0.00827,0.409375,0.025331,0.504167,0.019614,0.66047,0.00053,0.032392,0.000108,0.28368,0.02133,0.301585,0.027078,10
uncertainty_halt_policy,budget_exhaustion_shift,0.532292,0.011614,0.331944,0.019834,0.236458,0.014363,0.126389,0.011532,0.125347,0.011587,0.077431,0.007459,0.077431,0.007595,0.395139,0.014123,0.301736,0.016746,0.397569,0.01677,0.828873,0.000541,0.059746,0.000203,0.387153,0.015394,-0.103506,0.022801,10
uncertainty_halt_policy,combined_extreme,0.494444,0.021382,0.325347,0.020215,0.2625,0.016015,0.140278,0.014283,0.155903,0.018274,0.085764,0.011658,0.074306,0.009142,0.433681,0.018992,0.269792,0.026804,0.369792,0.019964,0.862235,0.000655,0.081708,0.000174,0.415625,0.03013,-0.214682,0.027761,10
uncertainty_halt_policy,cross_level_cascade_shift,0.510764,0.014471,0.316319,0.017875,0.235764,0.018414,0.143056,0.006237,0.143056,0.013977,0.08507,0.008859,0.071528,0.013955,0.401736,0.014313,0.285417,0.023701,0.389236,0.011041,0.843494,0.000613,0.068374,0.000234,0.401042,0.017284,-0.156077,0.02956,10
uncertainty_halt_policy,delayed_observation_shift,0.535417,0.014412,0.328125,0.01592,0.213889,0.017607,0.114931,0.011764,0.13125,0.01349,0.072222,0.006237,0.060764,0.007875,0.361806,0.01115,0.29375,0.019039,0.396528,0.019324,0.815741,0.000407,0.054229,0.000141,0.384722,0.011822,-0.053504,0.025672,10
uncertainty_halt_policy,false_halt_shift,0.548264,0.026638,0.327778,0.01973,0.201042,0.01277,0.1125,0.012267,0.124306,0.013754,0.060764,0.008195,0.090972,0.014304,0.354167,0.010784,0.293056,0.013118,0.358333,0.015645,0.767465,0.000644,0.053817,0.000133,0.376042,0.026534,-0.020829,0.038807,10
uncertainty_halt_policy,local_anomaly_shift,0.586111,0.019562,0.366667,0.017753,0.183333,0.012081,0.09375,0.009463,0.11007,0.014598,0.063195,0.005898,0.059375,0.009323,0.347917,0.015873,0.315972,0.009731,0.423264,0.018442,0.734198,0.000546,0.034381,0.000178,0.352778,0.019989,0.073524,0.026023,10
uncertainty_halt_policy,nominal,0.607639,0.020742,0.375347,0.022399,0.14757,0.011263,0.078125,0.010259,0.084028,0.00972,0.046181,0.007319,0.043056,0.008798,0.280556,0.01405,0.322569,0.020629,0.415278,0.00697,0.686687,0.000586,0.007579,0.000129,0.330555,0.016352,0.203506,0.030387,10
uncertainty_halt_policy,subgoal_corruption_shift,0.55625,0.013259,0.340278,0.014806,0.181944,0.012309,0.110417,0.013181,0.129514,0.006579,0.06007,0.006175,0.054167,0.009364,0.351389,0.019536,0.284375,0.020123,0.413194,0.015048,0.763519,0.00082,0.044777,0.000102,0.37743,0.013073,0.020213,0.017244,10
