method,risk_budget,seed,covered,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
robust_mpc_fallback,0.3,4,0.942708,0.586806,0.421875,0.1875,0.095486,0.102431,0.048611,0.045139,0.335069,0.340278,0.477431,0.72152,0.050946,0.34375,0.11292,192
robust_mpc_fallback,0.3,5,0.940972,0.520833,0.430556,0.166667,0.079861,0.095486,0.045139,0.055556,0.355903,0.364583,0.463542,0.721678,0.05099,0.411459,0.06298,192
robust_mpc_fallback,0.3,6,0.947917,0.602431,0.413194,0.168403,0.076389,0.105903,0.034722,0.046875,0.321181,0.378472,0.463542,0.720947,0.051309,0.296875,0.170539,192
robust_mpc_fallback,0.3,7,0.946181,0.618056,0.418403,0.166667,0.090278,0.111111,0.055556,0.067708,0.338542,0.411458,0.472222,0.719727,0.050954,0.300347,0.141737,192
robust_mpc_fallback,0.3,8,0.947917,0.578125,0.394097,0.151042,0.088542,0.072917,0.03125,0.0625,0.333333,0.376736,0.480903,0.72033,0.05131,0.324653,0.155478,192
robust_mpc_fallback,0.3,9,0.942708,0.590278,0.407986,0.161458,0.083333,0.090278,0.048611,0.053819,0.361111,0.352431,0.470486,0.722296,0.051135,0.317708,0.127869,192
uncertainty_halt_policy,0.12,0,0.0,0.0,0.0,0.220486,0.123264,0.145833,0.078125,0.074653,1.0,0.0,0.380208,0.824734,0.063587,0.918403,-0.971007,192
uncertainty_halt_policy,0.12,1,0.0,0.0,0.0,0.222222,0.119792,0.163194,0.067708,0.069444,1.0,0.0,0.407986,0.823706,0.063827,0.916667,-0.963674,192
uncertainty_halt_policy,0.12,2,0.0,0.0,0.0,0.222222,0.105903,0.149306,0.078125,0.064236,1.0,0.0,0.385417,0.824223,0.063919,0.911458,-0.959458,192
uncertainty_halt_policy,0.12,3,0.0,0.0,0.0,0.21875,0.107639,0.151042,0.0625,0.074653,1.0,0.0,0.383681,0.824871,0.063583,0.914931,-0.947355,192
uncertainty_halt_policy,0.12,4,0.0,0.0,0.0,0.220486,0.104167,0.154514,0.072917,0.064236,1.0,0.0,0.409722,0.825223,0.063381,0.930556,-0.953448,192
uncertainty_halt_policy,0.12,5,0.0,0.0,0.0,0.220486,0.151042,0.137153,0.076389,0.076389,1.0,0.0,0.399306,0.824509,0.063638,0.932292,-0.980125,192
uncertainty_halt_policy,0.12,6,0.0,0.0,0.0,0.217014,0.140625,0.133681,0.090278,0.076389,1.0,0.0,0.40625,0.824958,0.063726,0.899306,-0.985112,192
uncertainty_halt_policy,0.12,7,0.0,0.0,0.0,0.241319,0.131944,0.142361,0.079861,0.088542,1.0,0.0,0.397569,0.825226,0.063493,0.918403,-0.99428,192
uncertainty_halt_policy,0.12,8,0.0,0.0,0.0,0.211806,0.121528,0.133681,0.086806,0.067708,1.0,0.0,0.407986,0.824357,0.06355,0.902778,-0.963934,192
uncertainty_halt_policy,0.12,9,0.0,0.0,0.0,0.211806,0.131944,0.159722,0.090278,0.060764,1.0,0.0,0.380208,0.824322,0.063772,0.907986,-0.983308,192
uncertainty_halt_policy,0.18,0,0.013889,0.010417,0.003472,0.220486,0.123264,0.145833,0.078125,0.074653,0.993056,0.001736,0.380208,0.824734,0.063587,0.907986,-0.954509,192
uncertainty_halt_policy,0.18,1,0.020833,0.015625,0.008681,0.222222,0.119792,0.163194,0.067708,0.069444,0.987847,0.003472,0.407986,0.823706,0.063827,0.901042,-0.938904,192
uncertainty_halt_policy,0.18,2,0.013889,0.008681,0.006944,0.222222,0.105903,0.149306,0.078125,0.064236,0.986111,0.008681,0.385417,0.824223,0.063919,0.902777,-0.940652,192
uncertainty_halt_policy,0.18,3,0.017361,0.010417,0.005208,0.21875,0.107639,0.151042,0.0625,0.074653,0.984375,0.005208,0.383681,0.824871,0.063583,0.904514,-0.92644,192
uncertainty_halt_policy,0.18,4,0.013889,0.008681,0.005208,0.220486,0.104167,0.154514,0.072917,0.064236,0.993056,0.006944,0.409722,0.825223,0.063381,0.921875,-0.93814,192
uncertainty_halt_policy,0.18,5,0.012153,0.005208,0.003472,0.220486,0.151042,0.137153,0.076389,0.076389,0.989583,0.001736,0.399306,0.824509,0.063638,0.927084,-0.967239,192
uncertainty_halt_policy,0.18,6,0.022569,0.012153,0.005208,0.217014,0.140625,0.133681,0.090278,0.076389,0.982639,0.010417,0.40625,0.824958,0.063726,0.887153,-0.961297,192
uncertainty_halt_policy,0.18,7,0.019097,0.012153,0.003472,0.241319,0.131944,0.142361,0.079861,0.088542,0.984375,0.005208,0.397569,0.825226,0.063493,0.90625,-0.97181,192
uncertainty_halt_policy,0.18,8,0.022569,0.010417,0.006944,0.211806,0.121528,0.133681,0.086806,0.067708,0.979167,0.012153,0.407986,0.824357,0.06355,0.892361,-0.939954,192
uncertainty_halt_policy,0.18,9,0.019097,0.010417,0.006944,0.211806,0.131944,0.159722,0.090278,0.060764,0.987847,0.006944,0.380208,0.824322,0.063772,0.897569,-0.963685,192
uncertainty_halt_policy,0.24,0,0.223958,0.135417,0.074653,0.220486,0.123264,0.145833,0.078125,0.074653,0.840278,0.065972,0.380208,0.824734,0.063587,0.782986,-0.746461,192
uncertainty_halt_policy,0.24,1,0.229167,0.128472,0.085069,0.222222,0.119792,0.163194,0.067708,0.069444,0.854167,0.076389,0.407986,0.823706,0.063827,0.788195,-0.750639,192
uncertainty_halt_policy,0.24,2,0.21875,0.109375,0.085069,0.222222,0.105903,0.149306,0.078125,0.064236,0.84375,0.081597,0.385417,0.824223,0.063919,0.802083,-0.760364,192
uncertainty_halt_policy,0.24,3,0.220486,0.142361,0.083333,0.21875,0.107639,0.151042,0.0625,0.074653,0.850694,0.074653,0.383681,0.824871,0.063583,0.77257,-0.719138,192
uncertainty_halt_policy,0.24,4,0.225694,0.116319,0.072917,0.220486,0.104167,0.154514,0.072917,0.064236,0.842014,0.071181,0.409722,0.825223,0.063381,0.814237,-0.748616,192
uncertainty_halt_policy,0.24,5,0.225694,0.125,0.083333,0.220486,0.151042,0.137153,0.076389,0.076389,0.842014,0.0625,0.399306,0.824509,0.063638,0.807292,-0.766127,192
uncertainty_halt_policy,0.24,6,0.230903,0.128472,0.085069,0.217014,0.140625,0.133681,0.090278,0.076389,0.847222,0.074653,0.40625,0.824958,0.063726,0.770834,-0.769004,192
uncertainty_halt_policy,0.24,7,0.232639,0.128472,0.088542,0.241319,0.131944,0.142361,0.079861,0.088542,0.831597,0.074653,0.397569,0.825226,0.063493,0.789931,-0.77062,192
uncertainty_halt_policy,0.24,8,0.223958,0.126736,0.072917,0.211806,0.121528,0.133681,0.086806,0.067708,0.838542,0.072917,0.407986,0.824357,0.06355,0.776042,-0.746966,192
uncertainty_halt_policy,0.24,9,0.222222,0.128472,0.088542,0.211806,0.131944,0.159722,0.090278,0.060764,0.861111,0.067708,0.380208,0.824322,0.063772,0.779514,-0.77371,192
uncertainty_halt_policy,0.3,0,0.572917,0.317708,0.180556,0.220486,0.123264,0.145833,0.078125,0.074653,0.625,0.168403,0.380208,0.824734,0.063587,0.600695,-0.446852,192
uncertainty_halt_policy,0.3,1,0.565972,0.3125,0.190972,0.222222,0.119792,0.163194,0.067708,0.069444,0.605903,0.182292,0.407986,0.823706,0.063827,0.604167,-0.433876,192
uncertainty_halt_policy,0.3,2,0.574653,0.274306,0.196181,0.222222,0.105903,0.149306,0.078125,0.064236,0.597222,0.201389,0.385417,0.824223,0.063919,0.637152,-0.461979,192
uncertainty_halt_policy,0.3,3,0.574653,0.350694,0.201389,0.21875,0.107639,0.151042,0.0625,0.074653,0.619792,0.180556,0.383681,0.824871,0.063583,0.564237,-0.38478,192
uncertainty_halt_policy,0.3,4,0.5625,0.305556,0.197917,0.220486,0.104167,0.154514,0.072917,0.064236,0.616319,0.182292,0.409722,0.825223,0.063381,0.625,-0.434657,192
uncertainty_halt_policy,0.3,5,0.579861,0.359375,0.225694,0.220486,0.151042,0.137153,0.076389,0.076389,0.592014,0.204861,0.399306,0.824509,0.063638,0.572917,-0.391838,192
uncertainty_halt_policy,0.3,6,0.565972,0.295139,0.171875,0.217014,0.140625,0.133681,0.090278,0.076389,0.640625,0.178819,0.40625,0.824958,0.063726,0.604167,-0.490896,192
uncertainty_halt_policy,0.3,7,0.569444,0.331597,0.208333,0.241319,0.131944,0.142361,0.079861,0.088542,0.640625,0.157986,0.397569,0.825226,0.063493,0.586806,-0.461236,192
uncertainty_halt_policy,0.3,8,0.574653,0.319444,0.199653,0.211806,0.121528,0.133681,0.086806,0.067708,0.618056,0.192708,0.407986,0.824357,0.06355,0.583334,-0.431141,192
uncertainty_halt_policy,0.3,9,0.569444,0.314236,0.211806,0.211806,0.131944,0.159722,0.090278,0.060764,0.645833,0.154514,0.380208,0.824322,0.063772,0.59375,-0.469899,192
