method,risk_budget,seed,covered,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
local_safety_filter,0.24,4,0.013889,0.003472,0.003472,0.265625,0.171875,0.171875,0.095486,0.118056,0.996528,0.006944,0.319444,0.844848,0.103027,0.927084,-1.069951,192
local_safety_filter,0.24,5,0.013889,0.005208,0.005208,0.237847,0.159722,0.166667,0.074653,0.09375,0.994792,0.003472,0.298611,0.844781,0.103153,0.927084,-1.009603,192
local_safety_filter,0.24,6,0.019097,0.012153,0.006944,0.272569,0.142361,0.152778,0.074653,0.090278,0.986111,0.006944,0.300347,0.844879,0.103158,0.887153,-1.002418,192
local_safety_filter,0.24,7,0.015625,0.008681,0.006944,0.255208,0.142361,0.157986,0.109375,0.085069,0.987847,0.008681,0.314236,0.84346,0.103036,0.909722,-1.031574,192
local_safety_filter,0.24,8,0.013889,0.005208,0.003472,0.243056,0.111111,0.15625,0.097222,0.126736,0.987847,0.0,0.277778,0.843779,0.103507,0.89757,-1.017996,192
local_safety_filter,0.24,9,0.024306,0.015625,0.008681,0.262153,0.170139,0.178819,0.111111,0.100694,0.986111,0.005208,0.291667,0.843978,0.103231,0.892361,-1.062514,192
local_safety_filter,0.3,0,0.206597,0.100694,0.065972,0.237847,0.131944,0.145833,0.095486,0.088542,0.862847,0.057292,0.295139,0.843917,0.103301,0.817709,-0.838312,192
local_safety_filter,0.3,1,0.208333,0.098958,0.064236,0.230903,0.138889,0.145833,0.112847,0.097222,0.862847,0.060764,0.277778,0.845349,0.103197,0.817709,-0.862401,192
local_safety_filter,0.3,2,0.208333,0.112847,0.076389,0.260417,0.131944,0.159722,0.104167,0.095486,0.881944,0.078125,0.262153,0.844103,0.103185,0.798611,-0.866346,192
local_safety_filter,0.3,3,0.206597,0.104167,0.0625,0.284722,0.189236,0.121528,0.098958,0.107639,0.861111,0.065972,0.302083,0.843875,0.103525,0.810764,-0.894386,192
local_safety_filter,0.3,4,0.208333,0.104167,0.0625,0.265625,0.171875,0.171875,0.095486,0.118056,0.871528,0.059028,0.319444,0.844848,0.103027,0.826389,-0.901913,192
local_safety_filter,0.3,5,0.206597,0.102431,0.092014,0.237847,0.159722,0.166667,0.074653,0.09375,0.866319,0.055556,0.298611,0.844781,0.103153,0.829861,-0.840523,192
local_safety_filter,0.3,6,0.208333,0.116319,0.076389,0.272569,0.142361,0.152778,0.074653,0.090278,0.862847,0.052083,0.300347,0.844879,0.103158,0.782987,-0.831098,192
local_safety_filter,0.3,7,0.210069,0.111111,0.095486,0.255208,0.142361,0.157986,0.109375,0.085069,0.855903,0.083333,0.314236,0.84346,0.103036,0.807292,-0.853926,192
local_safety_filter,0.3,8,0.210069,0.114583,0.0625,0.243056,0.111111,0.15625,0.097222,0.126736,0.859375,0.059028,0.277778,0.843779,0.103507,0.788195,-0.839194,192
local_safety_filter,0.3,9,0.211806,0.105903,0.060764,0.262153,0.170139,0.178819,0.111111,0.100694,0.864583,0.048611,0.291667,0.843978,0.103231,0.802083,-0.907827,192
option_termination_monitor,0.12,0,0.0,0.0,0.0,0.201389,0.090278,0.097222,0.055556,0.09375,1.0,0.0,0.456597,0.763603,0.074503,0.918403,-0.888304,192
option_termination_monitor,0.12,1,0.0,0.0,0.0,0.173611,0.098958,0.118056,0.065972,0.078125,1.0,0.0,0.482639,0.764786,0.074774,0.916667,-0.888509,192
option_termination_monitor,0.12,2,0.0,0.0,0.0,0.161458,0.104167,0.097222,0.065972,0.055556,1.0,0.0,0.465278,0.763369,0.074175,0.911458,-0.864756,192
option_termination_monitor,0.12,3,0.0,0.0,0.0,0.184028,0.092014,0.104167,0.069444,0.072917,1.0,0.0,0.494792,0.763439,0.074544,0.914931,-0.885465,192
option_termination_monitor,0.12,4,0.0,0.0,0.0,0.184028,0.085069,0.123264,0.081597,0.071181,1.0,0.0,0.475694,0.764096,0.074678,0.930556,-0.903401,192
option_termination_monitor,0.12,5,0.0,0.0,0.0,0.189236,0.088542,0.114583,0.059028,0.064236,1.0,0.0,0.465278,0.764567,0.074539,0.932292,-0.878251,192
option_termination_monitor,0.12,6,0.0,0.0,0.0,0.177083,0.105903,0.107639,0.045139,0.086806,1.0,0.0,0.446181,0.764477,0.074603,0.899306,-0.873039,192
option_termination_monitor,0.12,7,0.0,0.0,0.0,0.185764,0.098958,0.083333,0.064236,0.072917,1.0,0.0,0.4375,0.7637,0.074442,0.918403,-0.877674,192
option_termination_monitor,0.12,8,0.0,0.0,0.0,0.194444,0.090278,0.09375,0.052083,0.045139,1.0,0.0,0.440972,0.764422,0.075045,0.902778,-0.858181,192
option_termination_monitor,0.12,9,0.0,0.0,0.0,0.227431,0.090278,0.100694,0.038194,0.0625,1.0,0.0,0.489583,0.764172,0.074666,0.907986,-0.872775,192
option_termination_monitor,0.18,0,0.057292,0.034722,0.022569,0.201389,0.090278,0.097222,0.055556,0.09375,0.953125,0.022569,0.456597,0.763603,0.074503,0.883681,-0.82567,192
option_termination_monitor,0.18,1,0.048611,0.027778,0.019097,0.173611,0.098958,0.118056,0.065972,0.078125,0.965278,0.020833,0.482639,0.764786,0.074774,0.888889,-0.838895,192
option_termination_monitor,0.18,2,0.052083,0.036458,0.024306,0.161458,0.104167,0.097222,0.065972,0.055556,0.963542,0.027778,0.465278,0.763369,0.074175,0.875,-0.80463,192
option_termination_monitor,0.18,3,0.055556,0.027778,0.027778,0.184028,0.092014,0.104167,0.069444,0.072917,0.958333,0.026042,0.494792,0.763439,0.074544,0.887153,-0.831381,192
option_termination_monitor,0.18,4,0.053819,0.032986,0.017361,0.184028,0.085069,0.123264,0.081597,0.071181,0.951389,0.029514,0.475694,0.764096,0.074678,0.89757,-0.841765,192
option_termination_monitor,0.18,5,0.050347,0.029514,0.013889,0.189236,0.088542,0.114583,0.059028,0.064236,0.963542,0.024306,0.465278,0.764567,0.074539,0.902778,-0.826407,192
option_termination_monitor,0.18,6,0.055556,0.029514,0.019097,0.177083,0.105903,0.107639,0.045139,0.086806,0.963542,0.017361,0.446181,0.764477,0.074603,0.869792,-0.821134,192
option_termination_monitor,0.18,7,0.050347,0.032986,0.026042,0.185764,0.098958,0.083333,0.064236,0.072917,0.956597,0.024306,0.4375,0.7637,0.074442,0.885417,-0.817887,192
option_termination_monitor,0.18,8,0.059028,0.034722,0.027778,0.194444,0.090278,0.09375,0.052083,0.045139,0.953125,0.013889,0.440972,0.764422,0.075045,0.868056,-0.795607,192
option_termination_monitor,0.18,9,0.046875,0.03125,0.026042,0.227431,0.090278,0.100694,0.038194,0.0625,0.963542,0.012153,0.489583,0.764172,0.074666,0.876736,-0.81877,192
option_termination_monitor,0.24,0,0.402778,0.225694,0.170139,0.201389,0.090278,0.097222,0.055556,0.09375,0.739583,0.138889,0.456597,0.763603,0.074503,0.692709,-0.512031,192
option_termination_monitor,0.24,1,0.399306,0.253472,0.178819,0.173611,0.098958,0.118056,0.065972,0.078125,0.706597,0.140625,0.482639,0.764786,0.074774,0.663195,-0.468252,192
option_termination_monitor,0.24,2,0.407986,0.246528,0.175347,0.161458,0.104167,0.097222,0.065972,0.055556,0.713542,0.159722,0.465278,0.763369,0.074175,0.66493,-0.453665,192
option_termination_monitor,0.24,3,0.402778,0.230903,0.175347,0.184028,0.092014,0.104167,0.069444,0.072917,0.725694,0.144097,0.494792,0.763439,0.074544,0.684028,-0.496684,192
option_termination_monitor,0.24,4,0.40625,0.232639,0.142361,0.184028,0.085069,0.123264,0.081597,0.071181,0.715278,0.149306,0.475694,0.764096,0.074678,0.697917,-0.511191,192
option_termination_monitor,0.24,5,0.40625,0.244792,0.164931,0.189236,0.088542,0.114583,0.059028,0.064236,0.715278,0.171875,0.465278,0.764567,0.074539,0.6875,-0.469938,192
option_termination_monitor,0.24,6,0.390625,0.241319,0.164931,0.177083,0.105903,0.107639,0.045139,0.086806,0.732639,0.138889,0.446181,0.764477,0.074603,0.657987,-0.478493,192
option_termination_monitor,0.24,7,0.395833,0.232639,0.178819,0.185764,0.098958,0.083333,0.064236,0.072917,0.704861,0.147569,0.4375,0.7637,0.074442,0.685764,-0.476965,192
option_termination_monitor,0.24,8,0.397569,0.225694,0.144097,0.194444,0.090278,0.09375,0.052083,0.045139,0.715278,0.142361,0.440972,0.764422,0.075045,0.677084,-0.473219,192
option_termination_monitor,0.24,9,0.404514,0.248264,0.184028,0.227431,0.090278,0.100694,0.038194,0.0625,0.706597,0.116319,0.489583,0.764172,0.074666,0.659722,-0.458881,192
option_termination_monitor,0.3,0,0.734375,0.409722,0.288194,0.201389,0.090278,0.097222,0.055556,0.09375,0.539931,0.260417,0.456597,0.763603,0.074503,0.508681,-0.215261,192
option_termination_monitor,0.3,1,0.737847,0.453125,0.305556,0.173611,0.098958,0.118056,0.065972,0.078125,0.496528,0.237847,0.482639,0.764786,0.074774,0.463542,-0.151854,192
option_termination_monitor,0.3,2,0.732639,0.420139,0.302083,0.161458,0.104167,0.097222,0.065972,0.055556,0.510417,0.282986,0.465278,0.763369,0.074175,0.491319,-0.164681,192
option_termination_monitor,0.3,3,0.736111,0.428819,0.303819,0.184028,0.092014,0.104167,0.069444,0.072917,0.493056,0.267361,0.494792,0.763439,0.074544,0.486112,-0.169635,192
option_termination_monitor,0.3,4,0.732639,0.409722,0.274306,0.184028,0.085069,0.123264,0.081597,0.071181,0.506944,0.260417,0.475694,0.764096,0.074678,0.520834,-0.216642,192
option_termination_monitor,0.3,5,0.732639,0.428819,0.298611,0.189236,0.088542,0.114583,0.059028,0.064236,0.508681,0.288194,0.465278,0.764567,0.074539,0.503473,-0.168697,192
option_termination_monitor,0.3,6,0.730903,0.4375,0.28125,0.177083,0.105903,0.107639,0.045139,0.086806,0.512153,0.241319,0.446181,0.764477,0.074603,0.461806,-0.161505,192
option_termination_monitor,0.3,7,0.730903,0.409722,0.295139,0.185764,0.098958,0.083333,0.064236,0.072917,0.463542,0.262153,0.4375,0.7637,0.074442,0.508681,-0.168641,192
option_termination_monitor,0.3,8,0.729167,0.416667,0.263889,0.194444,0.090278,0.09375,0.052083,0.045139,0.510417,0.253472,0.440972,0.764422,0.075045,0.486111,-0.167655,192
option_termination_monitor,0.3,9,0.734375,0.428819,0.296875,0.227431,0.090278,0.100694,0.038194,0.0625,0.480903,0.234375,0.489583,0.764172,0.074666,0.479167,-0.154393,192
oracle_containment_supervisor,0.12,0,1.0,0.918403,0.692708,0.015625,0.0,0.001736,0.001736,0.0,0.090278,0.572917,0.769097,0.482484,0.003173,0.0,0.929705,192
oracle_containment_supervisor,0.12,1,1.0,0.916667,0.722222,0.017361,0.001736,0.003472,0.001736,0.001736,0.086806,0.588542,0.805556,0.481232,0.003073,0.0,0.931897,192
oracle_containment_supervisor,0.12,2,1.0,0.911458,0.692708,0.029514,0.003472,0.0,0.0,0.0,0.105903,0.600694,0.772569,0.482262,0.003159,0.0,0.909831,192
oracle_containment_supervisor,0.12,3,1.0,0.914931,0.744792,0.019097,0.0,0.001736,0.001736,0.001736,0.100694,0.574653,0.765625,0.482169,0.003084,0.0,0.92402,192
oracle_containment_supervisor,0.12,4,1.0,0.930556,0.71875,0.015625,0.001736,0.001736,0.001736,0.003472,0.116319,0.572917,0.8125,0.48225,0.003185,0.0,0.932002,192
oracle_containment_supervisor,0.12,5,1.0,0.932292,0.682292,0.013889,0.005208,0.0,0.0,0.005208,0.086806,0.621528,0.788194,0.480626,0.003209,0.0,0.947153,192
oracle_containment_supervisor,0.12,6,1.0,0.899306,0.722222,0.015625,0.001736,0.001736,0.001736,0.001736,0.095486,0.631944,0.779514,0.482154,0.003161,0.0,0.914226,192
oracle_containment_supervisor,0.12,7,1.0,0.918403,0.692708,0.022569,0.001736,0.003472,0.003472,0.0,0.121528,0.578125,0.798611,0.481581,0.003228,0.0,0.909192,192
oracle_containment_supervisor,0.12,8,1.0,0.902778,0.689236,0.015625,0.001736,0.001736,0.0,0.001736,0.100694,0.609375,0.779514,0.481736,0.003253,0.0,0.912133,192
oracle_containment_supervisor,0.12,9,1.0,0.907986,0.684028,0.022569,0.0,0.0,0.003472,0.001736,0.100694,0.550347,0.767361,0.481497,0.00319,0.0,0.905976,192
oracle_containment_supervisor,0.18,0,1.0,0.918403,0.692708,0.015625,0.0,0.001736,0.001736,0.0,0.090278,0.572917,0.769097,0.482484,0.003173,0.0,0.932105,192
oracle_containment_supervisor,0.18,1,1.0,0.916667,0.722222,0.017361,0.001736,0.003472,0.001736,0.001736,0.086806,0.588542,0.805556,0.481232,0.003073,0.0,0.934297,192
oracle_containment_supervisor,0.18,2,1.0,0.911458,0.692708,0.029514,0.003472,0.0,0.0,0.0,0.105903,0.600694,0.772569,0.482262,0.003159,0.0,0.912231,192
oracle_containment_supervisor,0.18,3,1.0,0.914931,0.744792,0.019097,0.0,0.001736,0.001736,0.001736,0.100694,0.574653,0.765625,0.482169,0.003084,0.0,0.92642,192
oracle_containment_supervisor,0.18,4,1.0,0.930556,0.71875,0.015625,0.001736,0.001736,0.001736,0.003472,0.116319,0.572917,0.8125,0.48225,0.003185,0.0,0.934402,192
oracle_containment_supervisor,0.18,5,1.0,0.932292,0.682292,0.013889,0.005208,0.0,0.0,0.005208,0.086806,0.621528,0.788194,0.480626,0.003209,0.0,0.949553,192
oracle_containment_supervisor,0.18,6,1.0,0.899306,0.722222,0.015625,0.001736,0.001736,0.001736,0.001736,0.095486,0.631944,0.779514,0.482154,0.003161,0.0,0.916626,192
oracle_containment_supervisor,0.18,7,1.0,0.918403,0.692708,0.022569,0.001736,0.003472,0.003472,0.0,0.121528,0.578125,0.798611,0.481581,0.003228,0.0,0.911592,192
oracle_containment_supervisor,0.18,8,1.0,0.902778,0.689236,0.015625,0.001736,0.001736,0.0,0.001736,0.100694,0.609375,0.779514,0.481736,0.003253,0.0,0.914533,192
oracle_containment_supervisor,0.18,9,1.0,0.907986,0.684028,0.022569,0.0,0.0,0.003472,0.001736,0.100694,0.550347,0.767361,0.481497,0.00319,0.0,0.908376,192
oracle_containment_supervisor,0.24,0,1.0,0.918403,0.692708,0.015625,0.0,0.001736,0.001736,0.0,0.090278,0.572917,0.769097,0.482484,0.003173,0.0,0.932905,192
oracle_containment_supervisor,0.24,1,1.0,0.916667,0.722222,0.017361,0.001736,0.003472,0.001736,0.001736,0.086806,0.588542,0.805556,0.481232,0.003073,0.0,0.935097,192
oracle_containment_supervisor,0.24,2,1.0,0.911458,0.692708,0.029514,0.003472,0.0,0.0,0.0,0.105903,0.600694,0.772569,0.482262,0.003159,0.0,0.913031,192
oracle_containment_supervisor,0.24,3,1.0,0.914931,0.744792,0.019097,0.0,0.001736,0.001736,0.001736,0.100694,0.574653,0.765625,0.482169,0.003084,0.0,0.92722,192
oracle_containment_supervisor,0.24,4,1.0,0.930556,0.71875,0.015625,0.001736,0.001736,0.001736,0.003472,0.116319,0.572917,0.8125,0.48225,0.003185,0.0,0.935202,192
oracle_containment_supervisor,0.24,5,1.0,0.932292,0.682292,0.013889,0.005208,0.0,0.0,0.005208,0.086806,0.621528,0.788194,0.480626,0.003209,0.0,0.950353,192
oracle_containment_supervisor,0.24,6,1.0,0.899306,0.722222,0.015625,0.001736,0.001736,0.001736,0.001736,0.095486,0.631944,0.779514,0.482154,0.003161,0.0,0.917426,192
oracle_containment_supervisor,0.24,7,1.0,0.918403,0.692708,0.022569,0.001736,0.003472,0.003472,0.0,0.121528,0.578125,0.798611,0.481581,0.003228,0.0,0.912392,192
oracle_containment_supervisor,0.24,8,1.0,0.902778,0.689236,0.015625,0.001736,0.001736,0.0,0.001736,0.100694,0.609375,0.779514,0.481736,0.003253,0.0,0.915333,192
oracle_containment_supervisor,0.24,9,1.0,0.907986,0.684028,0.022569,0.0,0.0,0.003472,0.001736,0.100694,0.550347,0.767361,0.481497,0.00319,0.0,0.909176,192
oracle_containment_supervisor,0.3,0,1.0,0.918403,0.692708,0.015625,0.0,0.001736,0.001736,0.0,0.090278,0.572917,0.769097,0.482484,0.003173,0.0,0.932905,192
oracle_containment_supervisor,0.3,1,1.0,0.916667,0.722222,0.017361,0.001736,0.003472,0.001736,0.001736,0.086806,0.588542,0.805556,0.481232,0.003073,0.0,0.935097,192
oracle_containment_supervisor,0.3,2,1.0,0.911458,0.692708,0.029514,0.003472,0.0,0.0,0.0,0.105903,0.600694,0.772569,0.482262,0.003159,0.0,0.913031,192
oracle_containment_supervisor,0.3,3,1.0,0.914931,0.744792,0.019097,0.0,0.001736,0.001736,0.001736,0.100694,0.574653,0.765625,0.482169,0.003084,0.0,0.92722,192
oracle_containment_supervisor,0.3,4,1.0,0.930556,0.71875,0.015625,0.001736,0.001736,0.001736,0.003472,0.116319,0.572917,0.8125,0.48225,0.003185,0.0,0.935202,192
oracle_containment_supervisor,0.3,5,1.0,0.932292,0.682292,0.013889,0.005208,0.0,0.0,0.005208,0.086806,0.621528,0.788194,0.480626,0.003209,0.0,0.950353,192
oracle_containment_supervisor,0.3,6,1.0,0.899306,0.722222,0.015625,0.001736,0.001736,0.001736,0.001736,0.095486,0.631944,0.779514,0.482154,0.003161,0.0,0.917426,192
oracle_containment_supervisor,0.3,7,1.0,0.918403,0.692708,0.022569,0.001736,0.003472,0.003472,0.0,0.121528,0.578125,0.798611,0.481581,0.003228,0.0,0.912392,192
oracle_containment_supervisor,0.3,8,1.0,0.902778,0.689236,0.015625,0.001736,0.001736,0.0,0.001736,0.100694,0.609375,0.779514,0.481736,0.003253,0.0,0.915333,192
oracle_containment_supervisor,0.3,9,1.0,0.907986,0.684028,0.022569,0.0,0.0,0.003472,0.001736,0.100694,0.550347,0.767361,0.481497,0.00319,0.0,0.909176,192
proposed_hierarchical_failure_containment_graph_v4,0.12,0,0.701389,0.53125,0.425347,0.085069,0.010417,0.019097,0.006944,0.039931,0.401042,0.326389,0.619792,0.611316,0.025235,0.387153,0.245494,192
proposed_hierarchical_failure_containment_graph_v4,0.12,1,0.711806,0.510417,0.418403,0.092014,0.03125,0.027778,0.006944,0.034722,0.440972,0.355903,0.625,0.612363,0.024798,0.40625,0.190479,192
proposed_hierarchical_failure_containment_graph_v4,0.12,2,0.697917,0.5,0.413194,0.095486,0.017361,0.034722,0.0,0.029514,0.425347,0.34375,0.645833,0.610569,0.025168,0.411458,0.198685,192
proposed_hierarchical_failure_containment_graph_v4,0.12,3,0.704861,0.536458,0.413194,0.098958,0.026042,0.022569,0.010417,0.032986,0.430556,0.329861,0.628472,0.610413,0.024797,0.378473,0.217383,192
proposed_hierarchical_failure_containment_graph_v4,0.12,4,0.706597,0.501736,0.409722,0.074653,0.019097,0.03125,0.010417,0.019097,0.413194,0.347222,0.644097,0.60979,0.024943,0.42882,0.213167,192
proposed_hierarchical_failure_containment_graph_v4,0.12,5,0.694444,0.526042,0.40625,0.079861,0.029514,0.020833,0.008681,0.039931,0.4375,0.336806,0.612847,0.610903,0.024851,0.40625,0.212331,192
proposed_hierarchical_failure_containment_graph_v4,0.12,6,0.703125,0.543403,0.383681,0.090278,0.019097,0.038194,0.010417,0.041667,0.416667,0.340278,0.675347,0.609996,0.025426,0.355903,0.228448,192
proposed_hierarchical_failure_containment_graph_v4,0.12,7,0.701389,0.527778,0.435764,0.104167,0.015625,0.024306,0.010417,0.024306,0.420139,0.335069,0.651042,0.611787,0.024897,0.390625,0.222392,192
proposed_hierarchical_failure_containment_graph_v4,0.12,8,0.701389,0.529514,0.373264,0.092014,0.022569,0.032986,0.005208,0.03125,0.418403,0.315972,0.644097,0.610455,0.025164,0.373264,0.219106,192
proposed_hierarchical_failure_containment_graph_v4,0.12,9,0.703125,0.543403,0.380208,0.086806,0.017361,0.022569,0.005208,0.032986,0.425347,0.342014,0.652778,0.610809,0.02487,0.364583,0.242761,192
proposed_hierarchical_failure_containment_graph_v4,0.18,0,0.956597,0.736111,0.565972,0.085069,0.010417,0.019097,0.006944,0.039931,0.215278,0.444444,0.619792,0.611316,0.025235,0.182292,0.561236,192
proposed_hierarchical_failure_containment_graph_v4,0.18,1,0.956597,0.673611,0.546875,0.092014,0.03125,0.027778,0.006944,0.034722,0.255208,0.463542,0.625,0.612363,0.024798,0.243056,0.46255,192
proposed_hierarchical_failure_containment_graph_v4,0.18,2,0.960069,0.704861,0.5625,0.095486,0.017361,0.034722,0.0,0.029514,0.230903,0.461806,0.645833,0.610569,0.025168,0.206597,0.519332,192
proposed_hierarchical_failure_containment_graph_v4,0.18,3,0.958333,0.71875,0.557292,0.098958,0.026042,0.022569,0.010417,0.032986,0.241319,0.454861,0.628472,0.610413,0.024797,0.196181,0.513003,192
proposed_hierarchical_failure_containment_graph_v4,0.18,4,0.958333,0.689236,0.550347,0.074653,0.019097,0.03125,0.010417,0.019097,0.229167,0.451389,0.644097,0.60979,0.024943,0.24132,0.509777,192
proposed_hierarchical_failure_containment_graph_v4,0.18,5,0.956597,0.723958,0.552083,0.079861,0.029514,0.020833,0.008681,0.039931,0.232639,0.447917,0.612847,0.610903,0.024851,0.208334,0.529974,192
proposed_hierarchical_failure_containment_graph_v4,0.18,6,0.951389,0.722222,0.5,0.090278,0.019097,0.038194,0.010417,0.041667,0.256944,0.449653,0.675347,0.609996,0.025426,0.177084,0.50301,192
proposed_hierarchical_failure_containment_graph_v4,0.18,7,0.960069,0.715278,0.590278,0.104167,0.015625,0.024306,0.010417,0.024306,0.232639,0.449653,0.651042,0.611787,0.024897,0.203125,0.522787,192
proposed_hierarchical_failure_containment_graph_v4,0.18,8,0.958333,0.713542,0.498264,0.092014,0.022569,0.032986,0.005208,0.03125,0.239583,0.4375,0.644097,0.610455,0.025164,0.189236,0.509423,192
proposed_hierarchical_failure_containment_graph_v4,0.18,9,0.956597,0.727431,0.527778,0.086806,0.017361,0.022569,0.005208,0.032986,0.239583,0.451389,0.652778,0.610809,0.02487,0.180555,0.537791,192
proposed_hierarchical_failure_containment_graph_v4,0.24,0,1.0,0.770833,0.583333,0.085069,0.010417,0.019097,0.006944,0.039931,0.190972,0.465278,0.619792,0.611316,0.025235,0.14757,0.61122,192
proposed_hierarchical_failure_containment_graph_v4,0.24,1,1.0,0.710069,0.564236,0.092014,0.03125,0.027778,0.006944,0.034722,0.230903,0.484375,0.625,0.612363,0.024798,0.206598,0.51427,192
proposed_hierarchical_failure_containment_graph_v4,0.24,2,1.0,0.736111,0.590278,0.095486,0.017361,0.034722,0.0,0.029514,0.206597,0.475694,0.645833,0.610569,0.025168,0.175347,0.566451,192
proposed_hierarchical_failure_containment_graph_v4,0.24,3,1.0,0.751736,0.578125,0.098958,0.026042,0.022569,0.010417,0.032986,0.217014,0.470486,0.628472,0.610413,0.024797,0.163195,0.561251,192
proposed_hierarchical_failure_containment_graph_v4,0.24,4,1.0,0.71875,0.571181,0.074653,0.019097,0.03125,0.010417,0.019097,0.201389,0.465278,0.644097,0.60979,0.024943,0.211806,0.556028,192
proposed_hierarchical_failure_containment_graph_v4,0.24,5,1.0,0.758681,0.572917,0.079861,0.029514,0.020833,0.008681,0.039931,0.208333,0.463542,0.612847,0.610903,0.024851,0.173611,0.579958,192
proposed_hierarchical_failure_containment_graph_v4,0.24,6,1.0,0.765625,0.529514,0.090278,0.019097,0.038194,0.010417,0.041667,0.223958,0.467014,0.675347,0.609996,0.025426,0.133681,0.5667,192
proposed_hierarchical_failure_containment_graph_v4,0.24,7,1.0,0.746528,0.609375,0.104167,0.015625,0.024306,0.010417,0.024306,0.197917,0.456597,0.651042,0.611787,0.024897,0.171875,0.573301,192
proposed_hierarchical_failure_containment_graph_v4,0.24,8,1.0,0.744792,0.522569,0.092014,0.022569,0.032986,0.005208,0.03125,0.208333,0.451389,0.644097,0.610455,0.025164,0.157986,0.559372,192
proposed_hierarchical_failure_containment_graph_v4,0.24,9,1.0,0.758681,0.555556,0.086806,0.017361,0.022569,0.005208,0.032986,0.210069,0.470486,0.652778,0.610809,0.02487,0.149305,0.587671,192
proposed_hierarchical_failure_containment_graph_v4,0.3,0,1.0,0.770833,0.583333,0.085069,0.010417,0.019097,0.006944,0.039931,0.190972,0.465278,0.619792,0.611316,0.025235,0.14757,0.61122,192
proposed_hierarchical_failure_containment_graph_v4,0.3,1,1.0,0.710069,0.564236,0.092014,0.03125,0.027778,0.006944,0.034722,0.230903,0.484375,0.625,0.612363,0.024798,0.206598,0.51427,192
proposed_hierarchical_failure_containment_graph_v4,0.3,2,1.0,0.736111,0.590278,0.095486,0.017361,0.034722,0.0,0.029514,0.206597,0.475694,0.645833,0.610569,0.025168,0.175347,0.566451,192
proposed_hierarchical_failure_containment_graph_v4,0.3,3,1.0,0.751736,0.578125,0.098958,0.026042,0.022569,0.010417,0.032986,0.217014,0.470486,0.628472,0.610413,0.024797,0.163195,0.561251,192
proposed_hierarchical_failure_containment_graph_v4,0.3,4,1.0,0.71875,0.571181,0.074653,0.019097,0.03125,0.010417,0.019097,0.201389,0.465278,0.644097,0.60979,0.024943,0.211806,0.556028,192
proposed_hierarchical_failure_containment_graph_v4,0.3,5,1.0,0.758681,0.572917,0.079861,0.029514,0.020833,0.008681,0.039931,0.208333,0.463542,0.612847,0.610903,0.024851,0.173611,0.579958,192
proposed_hierarchical_failure_containment_graph_v4,0.3,6,1.0,0.765625,0.529514,0.090278,0.019097,0.038194,0.010417,0.041667,0.223958,0.467014,0.675347,0.609996,0.025426,0.133681,0.5667,192
proposed_hierarchical_failure_containment_graph_v4,0.3,7,1.0,0.746528,0.609375,0.104167,0.015625,0.024306,0.010417,0.024306,0.197917,0.456597,0.651042,0.611787,0.024897,0.171875,0.573301,192
proposed_hierarchical_failure_containment_graph_v4,0.3,8,1.0,0.744792,0.522569,0.092014,0.022569,0.032986,0.005208,0.03125,0.208333,0.451389,0.644097,0.610455,0.025164,0.157986,0.559372,192
proposed_hierarchical_failure_containment_graph_v4,0.3,9,1.0,0.758681,0.555556,0.086806,0.017361,0.022569,0.005208,0.032986,0.210069,0.470486,0.652778,0.610809,0.02487,0.149305,0.587671,192
reactive_retry_recovery,0.12,0,0.0,0.0,0.0,0.239583,0.130208,0.137153,0.095486,0.104167,1.0,0.0,0.434028,0.826371,0.107223,0.918403,-1.010279,192
reactive_retry_recovery,0.12,1,0.0,0.0,0.0,0.255208,0.138889,0.140625,0.064236,0.097222,1.0,0.0,0.321181,0.825507,0.106527,0.916667,-0.994946,192
reactive_retry_recovery,0.12,2,0.0,0.0,0.0,0.225694,0.151042,0.177083,0.078125,0.083333,1.0,0.0,0.352431,0.825721,0.106961,0.911458,-1.007205,192
reactive_retry_recovery,0.12,3,0.0,0.0,0.0,0.215278,0.147569,0.142361,0.053819,0.105903,1.0,0.0,0.326389,0.826776,0.107164,0.914931,-0.968567,192
reactive_retry_recovery,0.12,4,0.0,0.0,0.0,0.227431,0.140625,0.131944,0.076389,0.104167,1.0,0.0,0.355903,0.82727,0.107147,0.930556,-0.989322,192
reactive_retry_recovery,0.12,5,0.0,0.0,0.0,0.251736,0.137153,0.135417,0.083333,0.090278,1.0,0.0,0.338542,0.82615,0.106963,0.932292,-1.005852,192
reactive_retry_recovery,0.12,6,0.0,0.0,0.0,0.21875,0.135417,0.159722,0.078125,0.085069,1.0,0.0,0.338542,0.82599,0.106994,0.899306,-0.987863,192
reactive_retry_recovery,0.12,7,0.0,0.0,0.0,0.248264,0.131944,0.133681,0.071181,0.083333,1.0,0.0,0.342014,0.826486,0.106819,0.918403,-0.984162,192
reactive_retry_recovery,0.12,8,0.0,0.0,0.0,0.225694,0.130208,0.164931,0.079861,0.09375,1.0,0.0,0.352431,0.826433,0.107242,0.902778,-0.996893,192
reactive_retry_recovery,0.12,9,0.0,0.0,0.0,0.258681,0.147569,0.168403,0.078125,0.064236,1.0,0.0,0.385417,0.825794,0.10695,0.907986,-1.012009,192
