method,split,stress_level,seed,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
causal_event_graph_containment,stress_04,0.45,5,0.694444,0.510417,0.09375,0.041667,0.045139,0.010417,0.038194,0.204861,0.375,0.517361,0.633992,0.016561,0.197917,0.466566,48
causal_event_graph_containment,stress_04,0.45,6,0.725694,0.493056,0.145833,0.024306,0.027778,0.010417,0.055556,0.246528,0.430556,0.621528,0.636186,0.016361,0.201389,0.462229,48
causal_event_graph_containment,stress_04,0.45,7,0.684028,0.538194,0.128472,0.038194,0.03125,0.006944,0.027778,0.229167,0.409722,0.604167,0.636639,0.016366,0.25,0.448572,48
causal_event_graph_containment,stress_04,0.45,8,0.6875,0.510417,0.121528,0.041667,0.017361,0.010417,0.045139,0.225694,0.447917,0.607639,0.635638,0.016323,0.222222,0.451222,48
causal_event_graph_containment,stress_04,0.45,9,0.711806,0.541667,0.100694,0.041667,0.020833,0.010417,0.020833,0.1875,0.413194,0.597222,0.635681,0.016041,0.225694,0.515541,48
causal_event_graph_containment,stress_05,0.55,0,0.673611,0.524306,0.111111,0.069444,0.065972,0.024306,0.03125,0.204861,0.40625,0.572917,0.654432,0.023965,0.263889,0.401382,48
causal_event_graph_containment,stress_05,0.55,1,0.684028,0.517361,0.128472,0.038194,0.041667,0.017361,0.027778,0.239583,0.447917,0.548611,0.654165,0.024174,0.253472,0.423125,48
causal_event_graph_containment,stress_05,0.55,2,0.677083,0.548611,0.083333,0.048611,0.041667,0.020833,0.020833,0.253472,0.413194,0.586806,0.656116,0.024252,0.236111,0.433738,48
causal_event_graph_containment,stress_05,0.55,3,0.711806,0.545139,0.107639,0.041667,0.052083,0.010417,0.048611,0.222222,0.371528,0.541667,0.65381,0.024557,0.184027,0.460561,48
causal_event_graph_containment,stress_05,0.55,4,0.704861,0.503472,0.128472,0.027778,0.03125,0.010417,0.048611,0.253472,0.427083,0.625,0.656072,0.024205,0.229167,0.446134,48
causal_event_graph_containment,stress_05,0.55,5,0.631944,0.569444,0.125,0.045139,0.034722,0.013889,0.024306,0.243056,0.381944,0.621528,0.655923,0.024219,0.28125,0.379879,48
causal_event_graph_containment,stress_05,0.55,6,0.663194,0.503472,0.138889,0.055556,0.027778,0.013889,0.041667,0.243056,0.416667,0.579861,0.654878,0.024245,0.260417,0.386346,48
causal_event_graph_containment,stress_05,0.55,7,0.729167,0.548611,0.125,0.052083,0.03125,0.013889,0.020833,0.225694,0.395833,0.579861,0.654769,0.023877,0.197916,0.481686,48
causal_event_graph_containment,stress_05,0.55,8,0.694444,0.486111,0.128472,0.03125,0.052083,0.013889,0.017361,0.225694,0.413194,0.607639,0.656099,0.024032,0.236112,0.443626,48
causal_event_graph_containment,stress_05,0.55,9,0.701389,0.493056,0.135417,0.045139,0.0625,0.013889,0.052083,0.256944,0.46875,0.548611,0.654983,0.024487,0.236111,0.40658,48
causal_event_graph_containment,stress_06,0.65,0,0.677083,0.538194,0.086806,0.052083,0.041667,0.027778,0.024306,0.260417,0.402778,0.579861,0.675612,0.033295,0.239584,0.412129,48
causal_event_graph_containment,stress_06,0.65,1,0.715278,0.527778,0.107639,0.041667,0.059028,0.006944,0.055556,0.246528,0.381944,0.565972,0.673639,0.033359,0.184028,0.446696,48
causal_event_graph_containment,stress_06,0.65,2,0.6875,0.5,0.149306,0.048611,0.041667,0.017361,0.055556,0.246528,0.434028,0.638889,0.67624,0.032935,0.246528,0.389844,48
causal_event_graph_containment,stress_06,0.65,3,0.604167,0.559028,0.149306,0.052083,0.034722,0.024306,0.020833,0.263889,0.385417,0.621528,0.674837,0.033148,0.295139,0.310076,48
causal_event_graph_containment,stress_06,0.65,4,0.677083,0.5,0.152778,0.055556,0.027778,0.017361,0.045139,0.253472,0.402778,0.586806,0.673837,0.033074,0.253473,0.377253,48
causal_event_graph_containment,stress_06,0.65,5,0.729167,0.517361,0.138889,0.055556,0.048611,0.013889,0.024306,0.267361,0.392361,0.565972,0.674127,0.032838,0.197916,0.434985,48
causal_event_graph_containment,stress_06,0.65,6,0.684028,0.506944,0.118056,0.024306,0.0625,0.010417,0.024306,0.253472,0.395833,0.586806,0.674978,0.032851,0.243055,0.423187,48
causal_event_graph_containment,stress_06,0.65,7,0.694444,0.506944,0.131944,0.048611,0.059028,0.024306,0.052083,0.256944,0.465278,0.541667,0.674648,0.03333,0.260417,0.388036,48
causal_event_graph_containment,stress_06,0.65,8,0.666667,0.454861,0.121528,0.03125,0.048611,0.024306,0.048611,0.263889,0.375,0.538194,0.674455,0.032612,0.267361,0.367367,48
causal_event_graph_containment,stress_06,0.65,9,0.684028,0.510417,0.121528,0.069444,0.052083,0.027778,0.03125,0.263889,0.434028,0.611111,0.675336,0.033098,0.215278,0.379364,48
causal_event_graph_containment,stress_07,0.75,0,0.659722,0.5,0.15625,0.041667,0.045139,0.024306,0.048611,0.260417,0.451389,0.579861,0.69359,0.041762,0.274306,0.34489,48
causal_event_graph_containment,stress_07,0.75,1,0.576389,0.527778,0.142361,0.0625,0.03125,0.024306,0.034722,0.288194,0.402778,0.607639,0.691096,0.041961,0.329861,0.259654,48
causal_event_graph_containment,stress_07,0.75,2,0.649306,0.472222,0.15625,0.052083,0.03125,0.010417,0.059028,0.274306,0.402778,0.590278,0.692048,0.041825,0.277777,0.333177,48
causal_event_graph_containment,stress_07,0.75,3,0.690972,0.493056,0.114583,0.055556,0.052083,0.020833,0.027778,0.274306,0.371528,0.534722,0.691617,0.041949,0.229167,0.389748,48
causal_event_graph_containment,stress_07,0.75,4,0.666667,0.503472,0.125,0.038194,0.059028,0.013889,0.03125,0.25,0.388889,0.597222,0.69197,0.041942,0.25,0.386994,48
causal_event_graph_containment,stress_07,0.75,5,0.65625,0.493056,0.138889,0.041667,0.0625,0.027778,0.041667,0.270833,0.444444,0.545139,0.69193,0.041941,0.288194,0.336358,48
causal_event_graph_containment,stress_07,0.75,6,0.670139,0.451389,0.107639,0.041667,0.0625,0.03125,0.045139,0.298611,0.381944,0.524306,0.691415,0.04154,0.260417,0.34215,48
causal_event_graph_containment,stress_07,0.75,7,0.684028,0.503472,0.125,0.065972,0.052083,0.027778,0.038194,0.28125,0.413194,0.604167,0.692869,0.041769,0.211805,0.362417,48
causal_event_graph_containment,stress_07,0.75,8,0.631944,0.451389,0.114583,0.045139,0.041667,0.027778,0.055556,0.208333,0.444444,0.604167,0.692648,0.04188,0.291667,0.355478,48
causal_event_graph_containment,stress_07,0.75,9,0.614583,0.458333,0.125,0.083333,0.055556,0.017361,0.041667,0.267361,0.434028,0.541667,0.69302,0.041617,0.298611,0.291884,48
causal_event_graph_containment,stress_08,0.85,0,0.621528,0.46875,0.177083,0.059028,0.038194,0.03125,0.0625,0.322917,0.392361,0.548611,0.707367,0.050962,0.288194,0.234055,48
causal_event_graph_containment,stress_08,0.85,1,0.673611,0.496528,0.118056,0.059028,0.048611,0.027778,0.024306,0.302083,0.364583,0.548611,0.705976,0.051156,0.236111,0.34913,48
causal_event_graph_containment,stress_08,0.85,2,0.649306,0.520833,0.135417,0.041667,0.052083,0.017361,0.034722,0.305556,0.388889,0.590278,0.707631,0.051184,0.267361,0.332365,48
causal_event_graph_containment,stress_08,0.85,3,0.663194,0.486111,0.145833,0.045139,0.076389,0.027778,0.045139,0.28125,0.416667,0.541667,0.70741,0.050981,0.270834,0.318704,48
causal_event_graph_containment,stress_08,0.85,4,0.694444,0.472222,0.118056,0.03125,0.065972,0.024306,0.052083,0.309028,0.399306,0.538194,0.707324,0.05071,0.239584,0.364494,48
causal_event_graph_containment,stress_08,0.85,5,0.680556,0.486111,0.118056,0.069444,0.052083,0.034722,0.052083,0.291667,0.388889,0.569444,0.708683,0.050946,0.21875,0.33525,48
causal_event_graph_containment,stress_08,0.85,6,0.625,0.444444,0.104167,0.045139,0.045139,0.024306,0.055556,0.246528,0.427083,0.597222,0.707946,0.050821,0.295139,0.334377,48
causal_event_graph_containment,stress_08,0.85,7,0.638889,0.465278,0.145833,0.072917,0.059028,0.017361,0.045139,0.295139,0.430556,0.569444,0.707803,0.050629,0.25,0.291857,48
causal_event_graph_containment,stress_08,0.85,8,0.649306,0.486111,0.138889,0.055556,0.069444,0.045139,0.038194,0.333333,0.385417,0.559028,0.706631,0.050773,0.236111,0.266225,48
causal_event_graph_containment,stress_08,0.85,9,0.635417,0.440972,0.149306,0.034722,0.059028,0.010417,0.03125,0.222222,0.440972,0.604167,0.707264,0.050523,0.236111,0.353521,48
causal_event_graph_containment,stress_09,0.95,0,0.659722,0.527778,0.142361,0.045139,0.059028,0.013889,0.045139,0.305556,0.416667,0.600694,0.721526,0.060173,0.25,0.332916,48
causal_event_graph_containment,stress_09,0.95,1,0.645833,0.513889,0.159722,0.034722,0.083333,0.038194,0.038194,0.302083,0.409722,0.5625,0.721451,0.060099,0.288195,0.278307,48
causal_event_graph_containment,stress_09,0.95,2,0.670139,0.447917,0.145833,0.041667,0.052083,0.03125,0.052083,0.3125,0.381944,0.513889,0.722279,0.059589,0.253472,0.307249,48
causal_event_graph_containment,stress_09,0.95,3,0.704861,0.475694,0.121528,0.083333,0.0625,0.041667,0.055556,0.291667,0.385417,0.569444,0.72359,0.060075,0.1875,0.332138,48
causal_event_graph_containment,stress_09,0.95,4,0.635417,0.458333,0.114583,0.038194,0.045139,0.024306,0.055556,0.277778,0.4375,0.604167,0.722597,0.059649,0.28125,0.327433,48
causal_event_graph_containment,stress_09,0.95,5,0.642361,0.496528,0.128472,0.0625,0.059028,0.020833,0.055556,0.329861,0.409722,0.53125,0.723006,0.059536,0.215278,0.284895,48
causal_event_graph_containment,stress_09,0.95,6,0.631944,0.482639,0.142361,0.048611,0.072917,0.041667,0.03125,0.336806,0.385417,0.555556,0.721599,0.059901,0.25,0.250632,48
causal_event_graph_containment,stress_09,0.95,7,0.621528,0.447917,0.159722,0.045139,0.059028,0.013889,0.041667,0.267361,0.440972,0.569444,0.721377,0.05954,0.25,0.295129,48
causal_event_graph_containment,stress_09,0.95,8,0.6875,0.517361,0.149306,0.041667,0.09375,0.03125,0.055556,0.305556,0.388889,0.583333,0.721843,0.059882,0.211806,0.31569,48
causal_event_graph_containment,stress_09,0.95,9,0.680556,0.493056,0.145833,0.052083,0.055556,0.017361,0.045139,0.315972,0.420139,0.583333,0.719933,0.060142,0.184027,0.337099,48
failure_aware_hierarchical_controller,stress_00,0.05,0,0.722222,0.458333,0.100694,0.045139,0.052083,0.003472,0.041667,0.208333,0.388889,0.565972,0.59597,0.00687,0.211806,0.494778,48
failure_aware_hierarchical_controller,stress_00,0.05,1,0.746528,0.465278,0.107639,0.041667,0.041667,0.027778,0.038194,0.194444,0.399306,0.541667,0.595545,0.006404,0.180555,0.504375,48
failure_aware_hierarchical_controller,stress_00,0.05,2,0.690972,0.520833,0.104167,0.034722,0.045139,0.013889,0.038194,0.163194,0.423611,0.541667,0.597214,0.00663,0.253472,0.489367,48
failure_aware_hierarchical_controller,stress_00,0.05,3,0.666667,0.472222,0.079861,0.024306,0.052083,0.020833,0.027778,0.1875,0.444444,0.569444,0.595872,0.00627,0.288194,0.46641,48
failure_aware_hierarchical_controller,stress_00,0.05,4,0.677083,0.555556,0.114583,0.041667,0.048611,0.017361,0.072917,0.170139,0.357639,0.579861,0.597182,0.007002,0.236111,0.442161,48
failure_aware_hierarchical_controller,stress_00,0.05,5,0.690972,0.538194,0.142361,0.048611,0.027778,0.013889,0.083333,0.194444,0.447917,0.611111,0.597404,0.006977,0.1875,0.438323,48
failure_aware_hierarchical_controller,stress_00,0.05,6,0.729167,0.482639,0.114583,0.03125,0.038194,0.020833,0.0625,0.21875,0.409722,0.559028,0.59765,0.007048,0.215277,0.478283,48
failure_aware_hierarchical_controller,stress_00,0.05,7,0.694444,0.520833,0.131944,0.059028,0.038194,0.017361,0.052083,0.236111,0.381944,0.555556,0.596451,0.006815,0.246528,0.420146,48
failure_aware_hierarchical_controller,stress_00,0.05,8,0.697917,0.440972,0.09375,0.041667,0.065972,0.013889,0.052083,0.208333,0.399306,0.583333,0.596215,0.00695,0.243055,0.454339,48
failure_aware_hierarchical_controller,stress_00,0.05,9,0.704861,0.430556,0.107639,0.034722,0.045139,0.017361,0.059028,0.138889,0.465278,0.552083,0.595885,0.007065,0.225695,0.493497,48
failure_aware_hierarchical_controller,stress_01,0.15,0,0.666667,0.475694,0.114583,0.048611,0.048611,0.010417,0.048611,0.173611,0.40625,0.527778,0.616615,0.013094,0.288194,0.434005,48
failure_aware_hierarchical_controller,stress_01,0.15,1,0.670139,0.454861,0.114583,0.03125,0.045139,0.027778,0.027778,0.194444,0.427083,0.559028,0.614412,0.012679,0.284722,0.430728,48
failure_aware_hierarchical_controller,stress_01,0.15,2,0.663194,0.520833,0.111111,0.055556,0.052083,0.013889,0.076389,0.197917,0.361111,0.586806,0.617181,0.013738,0.246528,0.404218,48
failure_aware_hierarchical_controller,stress_01,0.15,3,0.694444,0.548611,0.145833,0.045139,0.041667,0.024306,0.083333,0.222222,0.430556,0.59375,0.616306,0.013447,0.201389,0.407398,48
failure_aware_hierarchical_controller,stress_01,0.15,4,0.708333,0.479167,0.104167,0.048611,0.048611,0.017361,0.048611,0.260417,0.388889,0.545139,0.617252,0.013378,0.239584,0.434674,48
failure_aware_hierarchical_controller,stress_01,0.15,5,0.701389,0.5,0.128472,0.069444,0.052083,0.020833,0.065972,0.253472,0.381944,0.569444,0.615565,0.013195,0.232639,0.394696,48
failure_aware_hierarchical_controller,stress_01,0.15,6,0.6875,0.454861,0.104167,0.034722,0.065972,0.013889,0.052083,0.232639,0.392361,0.576389,0.615802,0.01326,0.239583,0.427466,48
failure_aware_hierarchical_controller,stress_01,0.15,7,0.684028,0.40625,0.114583,0.024306,0.059028,0.024306,0.052083,0.170139,0.454861,0.576389,0.615383,0.013477,0.239583,0.44348,48
failure_aware_hierarchical_controller,stress_01,0.15,8,0.694444,0.423611,0.125,0.055556,0.041667,0.010417,0.0625,0.211806,0.444444,0.552083,0.615266,0.012861,0.263889,0.429521,48
failure_aware_hierarchical_controller,stress_01,0.15,9,0.670139,0.479167,0.111111,0.059028,0.045139,0.027778,0.041667,0.246528,0.40625,0.565972,0.614857,0.013311,0.260417,0.389084,48
failure_aware_hierarchical_controller,stress_02,0.25,0,0.635417,0.486111,0.142361,0.055556,0.052083,0.020833,0.083333,0.1875,0.354167,0.576389,0.636379,0.021792,0.267361,0.343608,48
failure_aware_hierarchical_controller,stress_02,0.25,1,0.690972,0.5625,0.152778,0.0625,0.048611,0.024306,0.076389,0.246528,0.40625,0.565972,0.635894,0.021432,0.222222,0.374135,48
failure_aware_hierarchical_controller,stress_02,0.25,2,0.697917,0.496528,0.131944,0.045139,0.052083,0.017361,0.055556,0.270833,0.381944,0.520833,0.636687,0.021431,0.25,0.396417,48
failure_aware_hierarchical_controller,stress_02,0.25,3,0.708333,0.510417,0.128472,0.090278,0.041667,0.027778,0.055556,0.28125,0.364583,0.583333,0.635185,0.021305,0.21875,0.376762,48
failure_aware_hierarchical_controller,stress_02,0.25,4,0.659722,0.444444,0.121528,0.045139,0.072917,0.010417,0.041667,0.260417,0.423611,0.534722,0.635676,0.021198,0.277778,0.371483,48
failure_aware_hierarchical_controller,stress_02,0.25,5,0.690972,0.447917,0.104167,0.027778,0.065972,0.03125,0.048611,0.180556,0.434028,0.579861,0.634015,0.021574,0.232639,0.441064,48
failure_aware_hierarchical_controller,stress_02,0.25,6,0.677083,0.420139,0.125,0.059028,0.045139,0.017361,0.059028,0.222222,0.413194,0.555556,0.634537,0.020932,0.277778,0.392383,48
failure_aware_hierarchical_controller,stress_02,0.25,7,0.673611,0.465278,0.118056,0.055556,0.045139,0.034722,0.052083,0.236111,0.385417,0.579861,0.634177,0.021173,0.256945,0.377375,48
failure_aware_hierarchical_controller,stress_02,0.25,8,0.729167,0.458333,0.111111,0.065972,0.072917,0.020833,0.041667,0.232639,0.368056,0.545139,0.635259,0.021923,0.180555,0.435983,48
failure_aware_hierarchical_controller,stress_02,0.25,9,0.694444,0.451389,0.128472,0.048611,0.076389,0.024306,0.041667,0.229167,0.378472,0.590278,0.635629,0.021508,0.211806,0.398104,48
failure_aware_hierarchical_controller,stress_03,0.35,0,0.663194,0.489583,0.138889,0.048611,0.059028,0.020833,0.052083,0.284722,0.430556,0.513889,0.656031,0.030664,0.277778,0.342748,48
failure_aware_hierarchical_controller,stress_03,0.35,1,0.697917,0.482639,0.145833,0.104167,0.041667,0.034722,0.055556,0.295139,0.361111,0.586806,0.654321,0.030226,0.225694,0.327994,48
failure_aware_hierarchical_controller,stress_03,0.35,2,0.638889,0.444444,0.135417,0.052083,0.059028,0.017361,0.059028,0.284722,0.430556,0.506944,0.65537,0.030144,0.295139,0.314413,48
failure_aware_hierarchical_controller,stress_03,0.35,3,0.677083,0.4375,0.09375,0.03125,0.069444,0.027778,0.041667,0.215278,0.447917,0.541667,0.653252,0.030402,0.256945,0.415765,48
failure_aware_hierarchical_controller,stress_03,0.35,4,0.642361,0.458333,0.149306,0.055556,0.052083,0.017361,0.065972,0.25,0.427083,0.552083,0.653231,0.029884,0.298611,0.326942,48
failure_aware_hierarchical_controller,stress_03,0.35,5,0.635417,0.447917,0.114583,0.048611,0.059028,0.041667,0.059028,0.260417,0.364583,0.559028,0.653377,0.029835,0.302083,0.30963,48
failure_aware_hierarchical_controller,stress_03,0.35,6,0.711806,0.472222,0.111111,0.069444,0.083333,0.027778,0.048611,0.243056,0.368056,0.5625,0.654249,0.031102,0.197916,0.395611,48
failure_aware_hierarchical_controller,stress_03,0.35,7,0.666667,0.46875,0.135417,0.045139,0.069444,0.027778,0.052083,0.274306,0.354167,0.586806,0.655195,0.030358,0.229166,0.338625,48
failure_aware_hierarchical_controller,stress_03,0.35,8,0.649306,0.475694,0.170139,0.059028,0.065972,0.024306,0.048611,0.277778,0.409722,0.520833,0.65565,0.030218,0.277777,0.299205,48
failure_aware_hierarchical_controller,stress_03,0.35,9,0.684028,0.451389,0.135417,0.048611,0.045139,0.027778,0.059028,0.243056,0.399306,0.565972,0.653488,0.030722,0.263889,0.377283,48
failure_aware_hierarchical_controller,stress_04,0.45,0,0.628472,0.472222,0.131944,0.055556,0.069444,0.017361,0.0625,0.284722,0.423611,0.506944,0.674037,0.039821,0.298611,0.296998,48
failure_aware_hierarchical_controller,stress_04,0.45,1,0.659722,0.444444,0.09375,0.034722,0.09375,0.038194,0.041667,0.229167,0.413194,0.524306,0.672899,0.039886,0.274306,0.362082,48
failure_aware_hierarchical_controller,stress_04,0.45,2,0.614583,0.465278,0.166667,0.069444,0.045139,0.024306,0.079861,0.246528,0.409722,0.513889,0.672674,0.039625,0.322917,0.266697,48
failure_aware_hierarchical_controller,stress_04,0.45,3,0.586806,0.440972,0.121528,0.052083,0.059028,0.034722,0.059028,0.270833,0.378472,0.565972,0.672469,0.03937,0.336805,0.254437,48
failure_aware_hierarchical_controller,stress_04,0.45,4,0.684028,0.486111,0.111111,0.0625,0.09375,0.03125,0.045139,0.274306,0.350694,0.565972,0.673977,0.040737,0.229166,0.347155,48
failure_aware_hierarchical_controller,stress_04,0.45,5,0.680556,0.465278,0.142361,0.045139,0.079861,0.034722,0.0625,0.260417,0.361111,0.572917,0.674045,0.03997,0.211805,0.334061,48
failure_aware_hierarchical_controller,stress_04,0.45,6,0.631944,0.472222,0.159722,0.0625,0.065972,0.024306,0.048611,0.309028,0.392361,0.5,0.674491,0.039958,0.295139,0.26618,48
failure_aware_hierarchical_controller,stress_04,0.45,7,0.673611,0.458333,0.159722,0.052083,0.041667,0.041667,0.055556,0.243056,0.385417,0.559028,0.672889,0.040282,0.260417,0.334448,48
failure_aware_hierarchical_controller,stress_04,0.45,8,0.670139,0.458333,0.166667,0.045139,0.090278,0.017361,0.048611,0.302083,0.420139,0.583333,0.676099,0.040378,0.239583,0.312477,48
failure_aware_hierarchical_controller,stress_04,0.45,9,0.65625,0.496528,0.114583,0.055556,0.052083,0.024306,0.065972,0.291667,0.378472,0.541667,0.673879,0.040161,0.28125,0.332357,48
failure_aware_hierarchical_controller,stress_05,0.55,0,0.600694,0.489583,0.163194,0.083333,0.048611,0.041667,0.079861,0.263889,0.402778,0.486111,0.692851,0.049402,0.336806,0.216941,48
failure_aware_hierarchical_controller,stress_05,0.55,1,0.590278,0.472222,0.163194,0.048611,0.059028,0.034722,0.059028,0.277778,0.371528,0.548611,0.69236,0.049363,0.347222,0.229239,48
failure_aware_hierarchical_controller,stress_05,0.55,2,0.666667,0.482639,0.138889,0.097222,0.100694,0.038194,0.055556,0.291667,0.336806,0.5625,0.693397,0.05067,0.246527,0.26577,48
failure_aware_hierarchical_controller,stress_05,0.55,3,0.6875,0.479167,0.149306,0.048611,0.069444,0.038194,0.059028,0.270833,0.381944,0.5625,0.693629,0.049803,0.208333,0.331658,48
failure_aware_hierarchical_controller,stress_05,0.55,4,0.614583,0.458333,0.190972,0.065972,0.072917,0.020833,0.048611,0.336806,0.409722,0.496528,0.693864,0.04972,0.319445,0.211361,48
failure_aware_hierarchical_controller,stress_05,0.55,5,0.652778,0.454861,0.163194,0.059028,0.048611,0.041667,0.059028,0.288194,0.357639,0.527778,0.692098,0.050314,0.260416,0.275112,48
failure_aware_hierarchical_controller,stress_05,0.55,6,0.652778,0.458333,0.184028,0.059028,0.100694,0.017361,0.055556,0.298611,0.420139,0.53125,0.695434,0.050104,0.270833,0.26493,48
failure_aware_hierarchical_controller,stress_05,0.55,7,0.684028,0.479167,0.131944,0.0625,0.052083,0.03125,0.052083,0.309028,0.395833,0.545139,0.693038,0.049825,0.243055,0.332537,48
failure_aware_hierarchical_controller,stress_05,0.55,8,0.631944,0.486111,0.111111,0.059028,0.048611,0.034722,0.0625,0.322917,0.395833,0.520833,0.694008,0.049446,0.298612,0.281828,48
failure_aware_hierarchical_controller,stress_05,0.55,9,0.607639,0.416667,0.100694,0.097222,0.069444,0.052083,0.090278,0.267361,0.350694,0.510417,0.692216,0.050038,0.329861,0.218191,48
failure_aware_hierarchical_controller,stress_06,0.65,0,0.670139,0.447917,0.149306,0.090278,0.090278,0.045139,0.059028,0.309028,0.319444,0.559028,0.712057,0.060185,0.246528,0.24614,48
failure_aware_hierarchical_controller,stress_06,0.65,1,0.663194,0.496528,0.163194,0.041667,0.076389,0.048611,0.059028,0.288194,0.399306,0.559028,0.713547,0.059434,0.236112,0.279706,48
failure_aware_hierarchical_controller,stress_06,0.65,2,0.576389,0.451389,0.190972,0.069444,0.079861,0.034722,0.055556,0.329861,0.399306,0.520833,0.713362,0.05951,0.357639,0.149702,48
failure_aware_hierarchical_controller,stress_06,0.65,3,0.645833,0.46875,0.173611,0.041667,0.045139,0.027778,0.059028,0.309028,0.340278,0.520833,0.711056,0.060115,0.253473,0.274195,48
failure_aware_hierarchical_controller,stress_06,0.65,4,0.625,0.458333,0.184028,0.059028,0.107639,0.020833,0.0625,0.34375,0.392361,0.545139,0.715025,0.059599,0.305556,0.201629,48
failure_aware_hierarchical_controller,stress_06,0.65,5,0.659722,0.458333,0.149306,0.083333,0.059028,0.03125,0.059028,0.340278,0.381944,0.520833,0.712185,0.059803,0.267361,0.257934,48
failure_aware_hierarchical_controller,stress_06,0.65,6,0.649306,0.486111,0.111111,0.055556,0.055556,0.045139,0.059028,0.326389,0.395833,0.5,0.712998,0.059518,0.277777,0.282523,48
failure_aware_hierarchical_controller,stress_06,0.65,7,0.607639,0.409722,0.128472,0.111111,0.090278,0.052083,0.086806,0.277778,0.357639,0.503472,0.711879,0.05993,0.347222,0.176542,48
failure_aware_hierarchical_controller,stress_06,0.65,8,0.649306,0.395833,0.190972,0.079861,0.076389,0.052083,0.055556,0.326389,0.420139,0.527778,0.711774,0.060099,0.284722,0.198051,48
failure_aware_hierarchical_controller,stress_06,0.65,9,0.628472,0.444444,0.170139,0.09375,0.076389,0.034722,0.065972,0.291667,0.388889,0.534722,0.712392,0.059547,0.270834,0.215418,48
failure_aware_hierarchical_controller,stress_07,0.75,0,0.604167,0.472222,0.184028,0.0625,0.086806,0.03125,0.065972,0.329861,0.392361,0.5,0.730316,0.069028,0.329861,0.179095,48
failure_aware_hierarchical_controller,stress_07,0.75,1,0.645833,0.461806,0.159722,0.052083,0.059028,0.03125,0.069444,0.336806,0.361111,0.510417,0.729422,0.069428,0.260417,0.246761,48
failure_aware_hierarchical_controller,stress_07,0.75,2,0.625,0.472222,0.194444,0.059028,0.114583,0.024306,0.076389,0.368056,0.368056,0.53125,0.732721,0.068617,0.302083,0.167013,48
failure_aware_hierarchical_controller,stress_07,0.75,3,0.659722,0.440972,0.159722,0.090278,0.0625,0.024306,0.065972,0.34375,0.361111,0.53125,0.728856,0.069151,0.260417,0.242841,48
failure_aware_hierarchical_controller,stress_07,0.75,4,0.649306,0.479167,0.131944,0.076389,0.055556,0.045139,0.069444,0.322917,0.388889,0.513889,0.730387,0.068873,0.267361,0.251555,48
failure_aware_hierarchical_controller,stress_07,0.75,5,0.604167,0.423611,0.138889,0.111111,0.100694,0.055556,0.076389,0.277778,0.34375,0.5,0.729823,0.069098,0.340277,0.159853,48
failure_aware_hierarchical_controller,stress_07,0.75,6,0.670139,0.409722,0.184028,0.097222,0.072917,0.065972,0.069444,0.309028,0.395833,0.506944,0.729218,0.069521,0.260417,0.198389,48
failure_aware_hierarchical_controller,stress_07,0.75,7,0.614583,0.465278,0.170139,0.107639,0.104167,0.03125,0.059028,0.298611,0.381944,0.545139,0.72865,0.068997,0.28125,0.183865,48
failure_aware_hierarchical_controller,stress_07,0.75,8,0.569444,0.461806,0.170139,0.083333,0.079861,0.034722,0.079861,0.34375,0.3125,0.520833,0.728936,0.069112,0.354167,0.12316,48
failure_aware_hierarchical_controller,stress_07,0.75,9,0.649306,0.5,0.190972,0.045139,0.076389,0.020833,0.097222,0.326389,0.388889,0.559028,0.729293,0.069384,0.263888,0.238147,48
failure_aware_hierarchical_controller,stress_08,0.85,0,0.625,0.475694,0.180556,0.076389,0.114583,0.034722,0.072917,0.375,0.364583,0.520833,0.747557,0.077542,0.284722,0.150538,48
failure_aware_hierarchical_controller,stress_08,0.85,1,0.652778,0.420139,0.166667,0.09375,0.065972,0.034722,0.065972,0.350694,0.340278,0.524306,0.744093,0.077808,0.256944,0.207224,48
failure_aware_hierarchical_controller,stress_08,0.85,2,0.659722,0.496528,0.149306,0.079861,0.065972,0.045139,0.072917,0.340278,0.40625,0.493056,0.745597,0.077883,0.256945,0.234341,48
failure_aware_hierarchical_controller,stress_08,0.85,3,0.614583,0.427083,0.173611,0.114583,0.107639,0.059028,0.086806,0.284722,0.333333,0.482639,0.743628,0.078091,0.319445,0.128502,48
failure_aware_hierarchical_controller,stress_08,0.85,4,0.663194,0.409722,0.1875,0.104167,0.059028,0.0625,0.072917,0.333333,0.378472,0.486111,0.744369,0.078556,0.270834,0.177934,48
failure_aware_hierarchical_controller,stress_08,0.85,5,0.586806,0.434028,0.184028,0.097222,0.125,0.038194,0.069444,0.3125,0.361111,0.552083,0.744407,0.078138,0.3125,0.117869,48
failure_aware_hierarchical_controller,stress_08,0.85,6,0.572917,0.451389,0.194444,0.079861,0.097222,0.045139,0.090278,0.350694,0.326389,0.517361,0.744554,0.078249,0.347222,0.083551,48
failure_aware_hierarchical_controller,stress_08,0.85,7,0.642361,0.482639,0.197917,0.055556,0.079861,0.034722,0.09375,0.315972,0.371528,0.552083,0.745051,0.078461,0.246528,0.205149,48
failure_aware_hierarchical_controller,stress_08,0.85,8,0.59375,0.430556,0.177083,0.069444,0.072917,0.041667,0.072917,0.305556,0.399306,0.493056,0.743327,0.077888,0.291667,0.166099,48
